table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
8024,r015,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,14,"['514,693', '']","['570,116', '']","['559,329', '']","['566,117', '']","['544,697', '']","['535,457', '']","['602,705', '']","['606,768', '']","['669,470', '']","['671,047', '']","['676,331', '']","['683,179', '']"
8024,r016,All institutions -> Yale U.,All institutions,Yale U.,2,15,"['475,010', '']","['518,195', '']","['517,072', '']","['502,439', '']","['475,585', '']","['471,381', '']","['494,504', '']","['531,995', '']","['549,026', '']","['573,491', '']","['582,575', '']","['641,530', '']"
8024,r017,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,16,"['522,473', '']","['568,389', '']","['557,688', '']","['533,220', '']","['522,251', '']","['506,910', '']","['548,247', '']","['552,983', '']","['555,666', '']","['594,094', '']","['617,902', '']","['631,320', '']"
8024,r018,All institutions -> Harvard U.,All institutions,Harvard U.,2,17,"['467,237', '']","['530,908', '']","['574,346', '']","['575,868', '']","['554,944', '']","['530,382', '']","['549,539', '']","['565,269', '']","['578,722', '']","['611,123', '']","['598,313', '']","['609,310', '']"
8024,r019,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,18,"['463,301', '']","['459,333', '']","['526,212', '']","['556,185', '']","['516,300', '']","['507,889', '']","['532,669', '']","['528,181', '']","['557,323', '']","['591,201', '']","['632,245', '']","['606,189', '']"
8024,r020,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,19,"['466,993', '']","['460,282', '']","['432,434', '']","['402,702', '']","['410,115', '']","['424,723', '']","['436,229', '']","['468,637', '']","['496,648', '']","['531,885', '']","['545,027', '']","['588,717', '']"
8024,r021,All institutions -> Cornell U.,All institutions,Cornell U.,2,20,"['446,705', '']","['476,163', '']","['471,024', '']","['444,303', '']","['438,834', '']","['445,266', '']","['427,940', '']","['435,355', '']","['464,468', '']","['522,035', '']","['558,346', '']","['588,001', '']"
8024,r022,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,21,"['356,193', '']","['393,449', '']","['385,377', '']","['389,757', '']","['385,888', '']","['385,868', '']","['424,638', '']","['438,732', '']","['464,689', '']","['497,740', '']","['527,958', '']","['569,875', '']"
8024,r023,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,22,"['377,185', '']","['434,213', '']","['430,445', '']","['432,752', '']","['408,743', '']","['390,701', '']","['395,505', '']","['442,669', '']","['456,599', '']","['470,774', '']","['492,333', '']","['567,490', '']"
8024,r024,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,23,"['420,102', '']","['482,639', '']","['480,531', '']","['489,318', '']","['483,542', '']","['468,482', '']","['462,570', '']","['448,814', '']","['455,294', '']","['483,898', '']","['503,414', '']","['562,697', '']"
8024,r025,All institutions -> U. Southern California,All institutions,U. Southern California,2,24,"['402,372', '']","['443,458', '']","['433,136', '']","['423,708', '']","['421,887', '']","['408,105', '']","['396,197', '']","['436,515', '']","['488,081', '']","['530,971', '']","['549,528', '']","['559,032', '']"
8024,r026,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,25,"['302,770', '']","['296,835', '']","['271,722', '']","['277,517', '']","['300,667', '']","['329,641', '']","['342,104', '']","['367,522', '']","['398,656', '']","['443,745', '']","['480,452', '']","['554,582', '']"
8024,r027,All institutions -> New York U.,All institutions,New York U.,2,26,"['250,006', '']","['289,172', '']","['300,271', '']","['283,382', '']","['314,712', '']","['326,691', '']","['332,483', '']","['369,947', '']","['395,445', '']","['416,137', '']","['433,598', '']","['534,552', '']"
8024,r028,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,27,"['384,633', '']","['471,331', '']","['416,304', '']","['425,547', '']","['416,177', '']","['406,941', '']","['418,887', '']","['427,154', '']","['439,594', '']","['465,081', '']","['505,626', '']","['523,826', '']"
8024,r029,All institutions -> Emory U.,All institutions,Emory U.,2,28,"['336,948', '']","['369,945', '']","['360,934', '']","['364,136', '']","['329,254', '']","['346,534', '']","['360,197', '']","['381,151', '']","['392,971', '']","['423,515', '']","['451,487', '']","['515,009', '']"
8024,r030,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,29,"['276,977', '']","['281,063', '']","['259,506', '']","['302,356', '']","['298,489', '']","['291,714', '']","['281,015', '']","['294,602', '']","['316,771', '']","['342,390', '']","['501,396', '']","['512,130', '']"
8024,r031,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,30,"['451,050', '']","['482,544', '']","['478,955', '']","['487,647', '']","['480,991', '']","['486,650', '']","['501,702', '']","['484,597', '']","['476,576', '']","['485,821', '']","['484,184', '']","['480,092', '']"
8024,r032,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,31,"['331,439', '']","['334,240', '']","['328,560', '']","['352,788', '']","['313,955', '']","['331,388', '']","['340,181', '']","['377,389', '']","['386,954', '']","['387,551', '']","['478,458', '']","['465,529', '']"
8024,r033,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,32,"['282,008', '']","['313,531', '']","['319,019', '']","['309,072', '']","['302,877', '']","['341,828', '']","['360,827', '']","['359,462', '']","['376,870', '']","['397,709', '']","['412,476', '']","['444,381', '']"
8024,r034,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,33,"['320,704', '']","['340,342', '']","['303,677', '']","['286,873', '']","['276,112', '']","['325,008', '']","['346,190', '']","['356,303', '']","['370,401', '']","['395,910', '']","['397,206', '']","['421,209', '']"
8024,r035,All institutions -> U. Florida,All institutions,U. Florida,2,34,"['269,765', '']","['296,950', '']","['295,745', '']","['285,778', '']","['279,920', '']","['281,317', '']","['297,267', '']","['314,187', '']","['340,725', '']","['369,001', '']","['375,577', '']","['404,432', '']"
8024,r036,All institutions -> Boston U.,All institutions,Boston U.,2,35,"['298,467', '']","['300,923', '']","['273,204', '']","['265,476', '']","['254,285', '']","['256,562', '']","['250,523', '']","['253,828', '']","['264,281', '']","['313,670', '']","['333,387', '']","['396,685', '']"
8024,r037,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,36,"['294,236', '']","['312,796', '']","['348,536', '']","['459,791', '']","['336,172', '']","['330,479', '']","['320,703', '']","['344,657', '']","['339,732', '']","['369,006', '']","['376,505', '']","['394,374', '']"
8024,r038,All institutions -> U. Chicago,All institutions,U. Chicago,2,37,"['348,537', '']","['365,824', '']","['329,119', '']","['294,862', '']","['276,237', '']","['290,776', '']","['293,557', '']","['302,361', '']","['297,824', '']","['327,837', '']","['347,734', '']","['390,098', '']"
8024,r039,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,38,"['329,041', '']","['359,704', '']","['356,540', '']","['344,632', '']","['327,697', '']","['322,919', '']","['334,534', '']","['337,995', '']","['354,823', '']","['370,601', '']","['377,068', '']","['369,231', '']"
8024,r040,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,39,"['284,072', '']","['295,529', '']","['268,753', '']","['285,230', '']","['264,641', '']","['256,895', '']","['267,849', '']","['292,806', '']","['300,098', '']","['309,354', '']","['315,101', '']","['365,472', '']"
8024,r041,All institutions -> U. Colorado Anschutz Medical Campus<sup>c</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>c</sup>,2,40,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['363,331', '']"
8024,r042,All institutions -> U. Arizona,All institutions,U. Arizona,2,41,"['307,038', '']","['324,751', '']","['328,369', '']","['334,680', '']","['286,595', '']","['265,878', '']","['259,443', '']","['269,201', '']","['287,852', '']","['323,060', '']","['325,621', '']","['350,487', '']"
8024,r043,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,42,"['303,201', '']","['326,120', '']","['333,179', '']","['305,932', '']","['309,305', '']","['342,042', '']","['338,562', '']","['326,548', '']","['324,521', '']","['341,328', '']","['345,103', '']","['348,147', '']"
8024,r044,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,43,"['333,438', '']","['352,938', '']","['358,722', '']","['347,628', '']","['328,548', '']","['307,960', '']","['320,402', '']","['325,354', '']","['346,935', '']","['355,970', '']","['356,751', '']","['339,658', '']"
8024,r045,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,44,"['198,735', '']","['222,937', '']","['250,416', '']","['246,131', '']","['247,970', '']","['256,228', '']","['294,369', '']","['329,533', '']","['315,674', '']","['317,653', '']","['317,885', '']","['339,614', '']"
8024,r046,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,45,"['218,910', '']","['235,178', '']","['273,498', '']","['288,374', '']","['355,116', '']","['320,311', '']","['318,123', '']","['316,118', '']","['330,823', '']","['287,031', '']","['304,486', '']","['332,033', '']"
8024,r047,All institutions -> U. Utah,All institutions,U. Utah,2,46,"['226,489', '']","['263,623', '']","['271,629', '']","['297,099', '']","['284,125', '']","['270,311', '']","['224,270', '']","['218,405', '']","['302,586', '']","['282,157', '']","['306,629', '']","['329,537', '']"
8024,r048,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,47,"['247,054', '']","['268,777', '']","['242,219', '']","['244,867', '']","['246,050', '']","['243,876', '']","['230,608', '']","['243,495', '']","['264,492', '']","['298,227', '']","['321,572', '']","['329,016', '']"
8024,r049,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,48,"['67,483', '']","['69,298', '']","['72,501', '']","['82,005', '']","['80,109', '']","['206,263', '']","['216,917', '']","['241,350', '']","['245,402', '']","['304,116', '']","['314,721', '']","['320,591', '']"
8024,r050,All institutions -> U. Rochester,All institutions,U. Rochester,2,49,"['321,258', '']","['337,312', '']","['307,390', '']","['298,781', '']","['265,686', '']","['261,023', '']","['265,430', '']","['267,040', '']","['283,973', '']","['305,325', '']","['295,154', '']","['308,426', '']"
8024,r051,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,50,"['261,982', '']","['286,003', '']","['266,507', '']","['256,816', '']","['243,705', '']","['250,457', '']","['229,761', '']","['239,659', '']","['246,400', '']","['249,656', '']","['283,059', '']","['306,411', '']"
8024,r052,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,51,"['205,890', '']","['230,661', '']","['245,573', '']","['213,355', '']","['206,958', '']","['213,685', '']","['227,624', '']","['232,405', '']","['257,355', '']","['276,173', '']","['276,863', '']","['296,067', '']"
8024,r053,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,52,"['325,751', '']","['340,131', '']","['322,295', '']","['272,223', '']","['276,447', '']","['269,156', '']","['260,489', '']","['272,323', '']","['268,765', '']","['278,846', '']","['309,386', '']","['287,810', '']"
8024,r054,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,53,"['224,607', '']","['239,249', '']","['225,558', '']","['212,051', '']","['192,907', '']","['186,676', '']","['198,760', '']","['215,193', '']","['231,161', '']","['257,013', '']","['282,429', '']","['282,472', '']"
8024,r055,All institutions -> U. Iowa,All institutions,U. Iowa,2,54,"['280,089', '']","['280,989', '']","['265,780', '']","['252,161', '']","['234,122', '']","['223,730', '']","['236,363', '']","['236,679', '']","['243,216', '']","['248,639', '']","['255,617', '']","['278,615', '']"
8024,r056,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,55,"['221,679', '']","['246,116', '']","['255,691', '']","['258,596', '']","['227,857', '']","['209,005', '']","['214,373', '']","['224,965', '']","['230,208', '']","['231,188', '']","['257,641', '']","['277,663', '']"
8024,r057,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,56,"['72,125', '']","['117,781', '']","['102,134', '']","['119,647', '']","['213,389', '']","['299,007', '']","['175,007', '']","['204,241', '']","['218,702', '']","['297,808', '']","['235,202', '']","['275,573', '']"
8024,r058,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,57,"['313,746', '']","['317,201', '']","['309,471', '']","['308,628', '']","['292,268', '']","['274,097', '']","['242,489', '']","['250,090', '']","['267,088', '']","['267,122', '']","['243,502', '']","['272,181', '']"
8024,r059,All institutions -> Utah State U.,All institutions,Utah State U.,2,58,"['89,750', '']","['112,611', '']","['107,054', '']","['106,074', '']","['114,075', '']","['119,811', '']","['124,981', '']","['137,295', '']","['158,576', '']","['219,912', '']","['241,433', '']","['263,341', '']"
8024,r060,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,59,"['232,027', '']","['231,639', '']","['207,513', '']","['198,114', '']","['185,137', '']","['183,787', '']","['185,263', '']","['200,085', '']","['197,910', '']","['203,544', '']","['242,679', '']","['257,611', '']"
8024,r061,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,60,"['164,890', '']","['178,153', '']","['182,188', '']","['190,066', '']","['186,126', '']","['186,890', '']","['200,280', '']","['214,845', '']","['244,795', '']","['253,530', '']","['262,377', '']","['256,875', '']"
8024,r062,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,61,"['178,293', '']","['208,244', '']","['202,149', '']","['189,159', '']","['183,582', '']","['183,588', '']","['181,446', '']","['200,232', '']","['194,953', '']","['197,388', '']","['192,938', '']","['248,873', '']"
8024,r063,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,62,"['147,003', '']","['161,950', '']","['159,302', '']","['155,684', '']","['151,082', '']","['151,619', '']","['153,100', '']","['159,583', '']","['167,315', '']","['156,865', '']","['158,882', '']","['239,587', '']"
8024,r064,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,63,"['189,343', '']","['204,134', '']","['204,062', '']","['196,256', '']","['180,431', '']","['170,622', '']","['170,674', '']","['178,789', '']","['192,182', '']","['207,234', '']","['225,967', '']","['237,874', '']"
8024,r065,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,64,"['179,136', '']","['200,878', '']","['209,307', '']","['215,560', '']","['198,247', '']","['187,259', '']","['190,620', '']","['189,974', '']","['181,958', '']","['197,927', '']","['217,481', '']","['234,743', '']"
8024,r066,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,65,"['137,124', '']","['152,790', '']","['171,464', '']","['174,440', '']","['177,722', '']","['196,058', '']","['197,261', '']","['213,544', '']","['214,440', '']","['224,471', '']","['227,964', '']","['234,181', '']"
8024,r067,All institutions -> U. Miami,All institutions,U. Miami,2,66,"['196,435', '']","['223,870', '']","['222,535', '']","['204,315', '']","['202,818', '']","['192,691', '']","['194,346', '']","['193,549', '']","['191,408', '']","['211,493', '']","['223,774', '']","['230,632', '']"
8024,r068,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,67,"['229,131', '']","['245,323', '']","['243,622', '']","['219,473', '']","['201,646', '']","['192,930', '']","['175,302', '']","['188,730', '']","['189,322', '']","['200,926', '']","['215,990', '']","['230,140', '']"
8024,r069,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,68,"['153,066', '']","['165,819', '']","['161,115', '']","['158,672', '']","['177,616', '']","['172,995', '']","['166,010', '']","['148,491', '']","['163,003', '']","['184,995', '']","['191,186', '']","['222,351', '']"
8024,r070,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,69,"['167,192', '']","['175,801', '']","['157,813', '']","['148,758', '']","['140,450', '']","['145,097', '']","['152,708', '']","['168,347', '']","['168,968', '']","['189,860', '']","['197,848', '']","['218,566', '']"
8024,r071,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,70,"['206,664', '']","['236,400', '']","['196,753', '']","['182,971', '']","['158,986', '']","['161,171', '']","['155,044', '']","['166,552', '']","['173,206', '']","['176,156', '']","['186,488', '']","['217,073', '']"
8024,r072,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,71,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['188,521', '']","['188,259', '']","['196,457', '']","['202,513', '']","['204,635', '']","['214,619', '']"
8024,r073,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,72,"['161,636', '']","['187,269', '']","['181,371', '']","['197,462', '']","['198,092', '']","['191,080', '']","['190,975', '']","['181,379', '']","['195,140', '']","['206,208', '']","['208,952', '']","['214,291', '']"
8024,r074,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,73,"['164,477', '']","['176,923', '']","['186,747', '']","['200,212', '']","['185,144', '']","['174,146', '']","['180,095', '']","['184,313', '']","['183,124', '']","['178,458', '']","['195,829', '']","['207,224', '']"
8024,r075,All institutions -> Princeton U.,All institutions,Princeton U.,2,74,"['149,164', '']","['162,491', '']","['160,985', '']","['156,070', '']","['163,805', '']","['157,867', '']","['161,562', '']","['175,485', '']","['179,659', '']","['192,747', '']","['202,447', '']","['204,430', '']"
8024,r076,All institutions -> Brown U.,All institutions,Brown U.,2,75,"['120,749', '']","['123,649', '']","['127,665', '']","['120,977', '']","['125,005', '']","['127,886', '']","['131,751', '']","['141,864', '']","['161,384', '']","['175,849', '']","['183,180', '']","['195,302', '']"
8024,r077,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,76,"['159,084', '']","['173,004', '']","['172,779', '']","['156,506', '']","['153,069', '']","['148,084', '']","['140,651', '']","['147,746', '']","['154,031', '']","['165,439', '']","['166,480', '']","['188,809', '']"
8024,r078,All institutions -> U. Georgia,All institutions,U. Georgia,2,77,"['117,225', '']","['134,200', '']","['133,525', '']","['127,487', '']","['122,145', '']","['127,825', '']","['138,374', '']","['153,279', '']","['144,926', '']","['156,628', '']","['167,347', '']","['184,847', '']"
8024,r079,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,78,"['100,065', '']","['112,146', '']","['124,131', '']","['119,762', '']","['108,356', '']","['122,918', '']","['128,260', '']","['126,510', '']","['142,470', '']","['159,640', '']","['179,640', '']","['181,388', '']"
8024,r080,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,79,"['128,700', '']","['141,252', '']","['150,402', '']","['146,400', '']","['139,594', '']","['135,349', '']","['143,955', '']","['141,977', '']","['139,022', '']","['153,496', '']","['160,763', '']","['180,758', '']"
8024,r081,All institutions -> U. Dayton,All institutions,U. Dayton,2,80,"['72,567', '']","['69,847', '']","['64,369', '']","['66,396', '']","['63,881', '']","['74,548', '']","['97,635', '']","['112,584', '']","['130,488', '']","['152,545', '']","['153,215', '']","['180,479', '']"
8024,r082,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,81,"['135,081', '']","['146,069', '']","['155,667', '']","['148,174', '']","['143,815', '']","['150,625', '']","['156,437', '']","['157,708', '']","['166,354', '']","['162,781', '']","['161,646', '']","['173,532', '']"
8024,r083,All institutions -> Tufts U.,All institutions,Tufts U.,2,82,"['115,159', '']","['120,864', '']","['120,042', '']","['112,495', '']","['115,046', '']","['120,181', '']","['124,363', '']","['138,004', '']","['128,404', '']","['136,088', '']","['145,473', '']","['165,222', '']"
8024,r084,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,83,"['150,324', '']","['156,790', '']","['146,424', '']","['144,235', '']","['136,145', '']","['125,890', '']","['121,098', '']","['124,461', '']","['128,232', '']","['132,647', '']","['133,624', '']","['165,139', '']"
8024,r085,All institutions -> Washington State U.,All institutions,Washington State U.,2,84,"['105,333', '']","['115,775', '']","['120,146', '']","['119,921', '']","['112,568', '']","['121,627', '']","['122,275', '']","['133,308', '']","['131,229', '']","['137,424', '']","['135,023', '']","['162,455', '']"
8024,r086,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,85,"['131,650', '']","['143,464', '']","['136,907', '']","['127,472', '']","['118,649', '']","['117,255', '']","['124,212', '']","['134,072', '']","['142,639', '']","['153,226', '']","['153,802', '']","['162,394', '']"
8024,r087,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,86,"['120,090', '']","['124,938', '']","['123,198', '']","['118,432', '']","['111,386', '']","['115,031', '']","['118,296', '']","['125,150', '']","['134,802', '']","['143,258', '']","['145,526', '']","['161,552', '']"
8024,r088,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,87,"['219,634', '']","['220,931', '']","['218,772', '']","['207,441', '']","['205,155', '']","['196,215', '']","['210,823', '']","['234,871', '']","['163,013', '']","['164,662', '']","['142,086', '']","['161,278', '']"
8024,r089,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,88,"['108,181', '']","['116,109', '']","['117,144', '']","['120,934', '']","['115,285', '']","['113,443', '']","['124,242', '']","['125,607', '']","['145,241', '']","['145,541', '']","['161,153', '']","['160,520', '']"
8024,r090,All institutions -> George Washington U.,All institutions,George Washington U.,2,89,"['120,844', '']","['115,463', '']","['111,068', '']","['119,441', '']","['139,148', '']","['135,667', '']","['138,735', '']","['144,567', '']","['153,412', '']","['152,562', '']","['154,026', '']","['158,475', '']"
8024,r091,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,90,"['196,275', '']","['201,700', '']","['193,722', '']","['225,263', '']","['202,574', '']","['199,818', '']","['189,683', '']","['181,750', '']","['166,398', '']","['167,432', '']","['163,091', '']","['156,953', '']"
8024,r092,All institutions -> U. Kansas,All institutions,U. Kansas,2,91,"['137,458', '']","['143,300', '']","['147,052', '']","['147,557', '']","['131,186', '']","['128,374', '']","['117,549', '']","['126,109', '']","['130,036', '']","['141,679', '']","['151,987', '']","['156,707', '']"
8024,r093,All institutions -> U. Delaware,All institutions,U. Delaware,2,92,"['102,637', '']","['112,523', '']","['110,760', '']","['114,048', '']","['111,933', '']","['109,258', '']","['108,378', '']","['113,031', '']","['113,582', '']","['128,651', '']","['139,682', '']","['152,665', '']"
8024,r094,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,93,"['117,909', '']","['131,518', '']","['147,218', '']","['154,917', '']","['145,080', '']","['145,807', '']","['138,641', '']","['136,977', '']","['139,692', '']","['137,337', '']","['141,040', '']","['151,449', '']"
8024,r095,All institutions -> Temple U.,All institutions,Temple U.,2,94,"['76,170', '']","['85,021', '']","['85,062', '']","['124,764', '']","['118,892', '']","['119,945', '']","['134,132', '']","['143,636', '']","['141,505', '']","['150,201', '']","['146,564', '']","['146,101', '']"
8024,r096,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,95,"['113,362', '']","['113,072', '']","['110,446', '']","['108,305', '']","['102,784', '']","['102,852', '']","['116,337', '']","['122,821', '']","['126,164', '']","['128,293', '']","['137,029', '']","['145,070', '']"
